Geologycal_age,Domain,Rock_type,Country,Age  (Ma),error (Ma),Longitude (X),Latitude (Y),SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O+,LOI,SUM (no water),Nb_xrf,Zr_xrf,Y_xrf,Sr_xrf,Rb_xrf,Pb_xrf,Ga_xrf,Zn_xrf,Cu_xrf,Ni_xrf,Co_xrf,Cr_xrf,V_xrf,Ba_xrf,Sc_xrf,La/Sm,La/Yb,Sr/Y,Sm/Yb,Dy/Yb
Pliocene,Paracas,andesite,Peru,4.84,0.07,-73.09,-15.577,62.9,0.57,14.8,2.57,0.07,1.12,1.82,5.07,4.05,0.11,,,93.07,15,377,21,270,150,16,17,50,10,5,6,4,46,1174,12,5.4,19.5,12.9,3.6,2
Pliocene,Paracas,rhyolite,Peru,,,-72.86,-15.796,73.3,0.29,14.1,1.52,0.06,0.23,0.64,4.57,4.76,0.04,,,99.51,16,267,22,92,159,18,18,40,14,5,6,6,18,1230,7,,,4.2,,
Pliocene,Paracas,rhyolite,Peru,,,-72.886,-15.778,70.4,0.36,14.3,1.87,0.06,0.36,0.91,4.48,4.86,0.06,,,97.66,16,300,15,129,147,22,16,58,0,3,25,1,18,1291,4,6.1,16.7,8.6,2.8,1.7
Pliocene,Paracas,rhyolite,Peru,,,-72.886,-15.778,70.5,0.35,14.2,1.88,0.06,0.35,0.92,4.56,4.82,0.06,,,97.71,15,306,23,135,132,26,12,54,1,0,18,1,19,1288,5,6,13.8,5.9,2.3,1.6
Upper Miocene,Paracas,rhyolite,Peru,,,-72.866,-15.247,72.7,0.14,13,0.92,0.06,0.12,0.62,3.63,4.84,0.02,,,96.05,14,98,15,85,138,18,16,44,0,1,0,9,7,976,2,7.7,22.5,5.7,2.9,1.9
Upper Miocene,Paracas,rhyolite,Peru,8.97,0.06,-73.347,-15.262,69.1,0.34,13.9,2.56,0.08,0.66,2.32,3.96,3.46,0.1,,,96.47,12,175,15,285,105,15,15,52,3,1,6,9,32,800,4,6.4,12.5,19,2,1.6
Upper Miocene,Paracas,rhyolite,Peru,9.02,0.11,-73.411,-15.753,73,0.26,13.8,1.77,0.1,0.37,1.22,4.56,4.05,0.08,,,99.2,12,149,18,161,129,16,17,45,0,3,0,6,22,759,5,7.1,13.4,8.9,1.9,1.5
Upper Miocene,Paracas,rhyolite,Peru,9.15,0.31,-73.422,-15.753,72.9,0.28,13.8,1.91,0.09,0.28,1.43,4.56,3.85,0.09,,,99.19,13,163,15,193,117,10,16,52,2,1,1,5,30,880,5,5.4,7.4,12.9,1.4,1.3
Upper Miocene,Paracas,rhyolite,Peru,,,-73.377,-15.434,66.26,0.44,15.03,2.64,0.05,0.83,2.12,3.35,3.62,0.07,,,94.41,10.6,200,9.4,464,144,15,20,72,8,2,5,3,42,1039,5,3.9,22,49.4,5.6,
Upper Miocene,Paracas,rhyolite,Peru,,,-73.278,-15.943,70.4,0.33,14.1,1.59,0.07,0.32,0.96,4.84,4.58,0.06,,,97.25,15,306,22,134,149,20,19,72,1,2,46,4,15,1275,2,5.3,8.5,6.1,1.6,1.2
Upper Miocene,Paracas,rhyolite,Peru,,,-73.282,-15.819,73.5,0.24,13.7,1.7,0.09,0.25,1.17,4.38,4.18,0.07,,,99.29,9,150,17,152,135,16,17,23,1,3,71,3,21,764,6,5.3,5.1,8.9,1,1.1
Upper Miocene,Paracas,rhyolite,Peru,,,-73.278,-15.834,72.7,0.29,13.9,2,0.1,0.43,1.55,4.6,3.77,0.08,,,99.42,13,152,17,189,112,15,15,29,1,1,41,3,31,899,7,5.9,9.4,11.1,1.6,1.3
Upper Miocene,Paracas,rhyolite,Peru,9.4,0.83,-73.276,-15.96,71.1,0.25,12,2.21,0.11,0.42,2.2,4.15,4.3,0.1,,,96.84,15,195,21,207,140,7,12,48,1,2,1,7,28,509,3,6,12.7,9.9,2.1,1.6
Upper Miocene,Paracas,andesite,Peru,,,-73.298,-15.994,46.9,0.08,8.3,0.57,0.04,0.57,6.3,8.99,3.07,0.02,,,74.83,8,66,1,114,119,16,16,14,1,1,7,1,8,95,8,8.4,15.5,114,1.8,1.5
Pliocene,Arequipa,rhyolite,Peru,,,-71.793,-16.369,72.5,0.14,12.5,1.01,0.07,0.18,0.94,3.88,4.24,0.03,,,95.5,14,107,10,126,120,22,16,43,2,1,0,0,11,1095,2,,,12.6,,
Pliocene,Arequipa,rhyolite,Peru,1.41,0.26,-71.56,-16.353,70.2,0.18,12.9,1.21,0.07,0.27,0.93,3.73,4.68,0.05,,,94.22,13,135,14,169,110,28,15,49,2,,2,2,10,1117,7,8.6,21.8,12.1,2.5,1.6
Pliocene,Arequipa,rhyolite,Peru,,,-71.955,-16.457,73.2,0.15,12.5,0.91,0.05,0.17,0.75,3.17,5.36,0.02,,,96.28,11,123,18,72,234,24,13,23,5,7,2,9,8,452,8,9.6,9.1,4,1,0.9
Pliocene,Arequipa,rhyolite,Peru,,,-71.754,-16.401,72.6,0.19,13.4,1.17,0.08,0.23,0.97,4.23,4.18,0.04,,,97.08,13,137,14,171,113,21,19,159,5,5,3,8,10,1164,3,10.9,33.8,12.2,3.1,1.9
Pliocene,Arequipa,rhyolite,Peru,,,-71.754,-16.404,73,0.18,13.3,1.15,0.07,0.2,0.98,4.18,4.19,0.04,,,97.3,12,129,13,159,117,22,16,41,2,3,0,10,13,1127,8,13.3,23.8,12.2,1.8,1.1
Pliocene,Arequipa,rhyolite,Peru,,,-71.754,-16.4,72.5,0.18,13.1,1.16,0.07,0.24,0.95,4.1,4.23,0.04,,,96.57,14,127,15,160,113,31,15,36,3,6,2,8,10,1148,4,10.3,30.7,10.7,3,1.9
Pliocene,Arequipa,rhyolite,Peru,,,-71.724,-16.248,72.3,0.15,12.7,1.01,0.08,0.16,0.71,3.74,4.41,0.03,,,95.28,10,103,13,120,116,22,16,55,0,1,0,3,8,1122,2,7.5,16.3,9.2,2.2,1.4
Pliocene,Arequipa,rhyolite,Peru,,,-71.701,-16.215,73.4,0.15,12.8,0.87,0.06,0.15,0.79,3.08,5.18,0.02,,,96.5,13,111,15,117,164,12,14,13,0,4,2,9,14,884,3,8.1,14.2,7.8,1.7,1.2
Pliocene,Arequipa,rhyolite,Peru,,,-71.843,-16.477,72.4,0.19,13.1,1.28,0.08,0.22,0.93,3.69,4.47,0.04,,,96.39,11,130,15,169,115,21,15,43,0,2,4,6,12,1175,6,8.2,17.9,11.3,2.2,1.4
Pliocene,Arequipa,rhyolite,Peru,,,-71.638,-16.13,71.4,0.22,13.3,1.42,0.08,0.29,1.03,3.89,4.23,0.04,,,95.9,12,183,16,196,113,21,16,50,0,2,2,10,11,1087,3,6.2,11,12.3,1.8,1.3
Pliocene,Arequipa,rhyolite,Peru,,,-71.793,-16.369,72.1,0.18,13.3,1.16,0.08,0.29,1.03,3.84,4.3,0.04,,,96.32,12,139,14,178,112,32,20,45,1,7,2,7,14,1178,5,10.5,26.4,12.7,2.5,1.6
Lower Pliocene,Arequipa,rhyolite,Peru,4.88,0.22,-71.348,-16.248,74.7,0.17,13.6,1.15,0.03,0.11,0.69,4.02,4.78,0.01,,,99.26,12,132,16,96,201,17,14,22,3,3,1,1,11,731,2,11.8,14.5,6,1.2,1
Lower Pliocene,Arequipa,rhyolite,Peru,,,-71.348,-16.248,71.3,0.15,13.5,0.95,0.06,0.2,0.63,2.11,6.35,0.02,,,95.27,16,125,20,47,204,22,18,20,14,2,4,5,4,390,5,8.5,17.5,2.4,2,1.4
Lower Pliocene,Arequipa,rhyolite,Peru,4.87,0.02,-71.77,-16.525,72.8,0.15,12.4,0.97,0.05,0.13,0.75,4.17,4.66,0.02,,,96.1,12,121,16,82,206,12,17,23,1,1,1,3,10,502,2,9.6,9.2,5.1,1,1
Pliocene,Arequipa,rhyolite,Peru,,,-71.754,-16.403,73.2,0.15,12.2,0.97,0.05,0.12,0.67,3.06,5.43,0.03,,,95.88,13,124,15,62,210,20,17,30,0,1,3,4,6,469,10,10.5,23.7,4.1,2.3,1.5
Pliocene,Arequipa,rhyolite,Peru,4.77,0.09,-71.751,-16.4,73.3,0.14,12.5,0.94,0.06,0.1,0.59,3.33,5.31,0.02,,,96.29,13,117,17,71,242,28,16,28,0,5,4,3,8,519,4,8.8,18.9,4.2,2.1,1.3
Pliocene,Arequipa,rhyolite,Peru,,,-71.721,-16.263,71.7,0.22,13.1,1.38,0.08,0.42,1.27,3.32,4.5,0.06,,,96.04,12,144,12,208,136,28,14,60,21,2,3,10,45,1231,5,8.8,21.1,17.3,2.4,1.6
Pliocene,Arequipa,rhyolite,Peru,,,-71.798,-16.369,70.2,0.17,13.6,1.15,0.07,1.15,1.06,2.62,4.34,0.05,,,94.4,11,131,15,139,150,26,14,45,49,4,0,0,9,759,7,12.7,30.5,9.3,2.4,1.4
Pliocene,Arequipa,rhyolite,Peru,,,-71.707,-16.234,73.5,0.15,12.8,0.79,0.06,0.21,0.9,2.95,5.23,0.03,,,96.61,12,114,14,131,175,15,11,18,15,2,1,3,,973,3,9.1,17.8,9.4,2,1.4
Pliocene,Arequipa,rhyolite,Peru,,,-71.793,-16.369,71.8,0.15,12.6,0.97,0.07,0.19,1.02,3.86,4.19,0.03,,,94.88,14,101,12,131,115,25,15,42,3,7,1,6,10,1069,4,7.7,18.1,10.9,2.4,1.6
Lower Pliocene,Arequipa,rhyolite,Peru,,,-71.348,-16.248,60,0.5,14.3,4.58,0.14,2.02,5.92,3.15,3.2,0.18,,,94,9,137,19,474,86,15,18,53,27,14,12,19,94,807,10,6.3,15.6,24.9,2.5,1.8
Pliocene,Arequipa,rhyolite,Peru,,,-71.754,-16.403,73.5,0.15,12.7,0.98,0.06,0.13,0.66,3.64,4.95,0.02,,,96.79,13,125,14,80,223,22,16,29,1,5,0,8,9,591,0,16.2,35.1,5.7,2.2,1.2
Pliocene,Arequipa,rhyolite,Peru,,,-71.752,-16.404,71.2,0.15,12.7,0.93,0.08,0.46,0.65,2.92,5.14,0.04,,,94.27,15,125,16,34,191,36,17,54,17,7,1,10,12,317,6,8.5,15.1,2.1,1.8,1.3
Pliocene,Arequipa,rhyolite,Peru,,,-71.588,-15.99,70.5,0.26,14.6,1.54,0.08,0.36,1.3,3.81,4.77,0.06,,,97.27,13,186,17,249,114,22,16,52,6,4,1,2,17,1303,4,,,14.6,,
Pliocene,Arequipa,rhyolite,Peru,,,-71.6,-16.25,59.7,0.77,17.9,6.28,0.1,2.21,5.23,4.44,2.63,0.33,,,99.58,8,205,18,782,60,16,24,67,61,4,42,10,123,1017,10,,,43.4,,
Pliocene,Arequipa,rhyolite,Peru,,,-71.456,-16.265,72.4,0.14,12.7,1.1,0.07,0.2,0.7,2.92,5.27,0.03,,,95.53,11,101,16,118,129,29,13,41,9,3,1,1,10,1074,5,,,7.4,,
Pliocene,Arequipa,andesite,Chile,,,-69.483,-18.65,65.63,0.84,16.38,5.15,0.09,2.14,4.23,3.99,2.47,0.26,,,101.18,5,245,19,709,78,169,22,221,25.9,19,11,55,97,1139,9,8.1,42.9,37.3,5.3,2.3
Mio-Pliocene,Arequipa,andesite,Chile,,,-68.883,-19.75,55.28,1.04,18.74,8.02,0.11,3.58,7.58,3.25,1.98,0.25,,,99.83,6,124,26,669,53,,,90,51,14,38,19,196,911,,,,25.7,,
Mio-Pliocene,Arequipa,andesite,Chile,,,-68.883,-19.75,58.07,0.92,18.15,7.09,0.1,3.11,6.44,3.7,2.48,0.26,,,100.32,7,148,21,630,63,,,78,41,7,33,15,159,830,,,,30,,
Mio-Pliocene,Antofalla,andesite,Chile,5,0.5,-68.765,-25.517,56.9,1.04,16.95,7.5,0.11,3.76,6.84,3.12,2.1,0.21,,,98.53,12,175,21,439,90,,,,,21,,42,,427,,5,15.6,20.9,3.1,2.3
Mio-Pliocene,Antofalla,andesite,Chile,5,0.5,-68.761,-25.528,63,0.75,16.08,5.36,0.08,2.39,4.88,3.17,3.23,0.17,,,99.11,12.7,180,20,374,,,,,,11,,17,,472,,6.1,17,18.7,2.8,2
Mio-Pliocene,Antofalla,andesite,Chile,7.9,0.5,-68.609,-25.615,61.7,0.88,16.04,5.56,0.09,2.78,5.21,3.44,3.04,0.18,,,98.92,18,197,23,440,,,,,,25,,39,,554,,5.6,13.9,19.1,2.5,0.3
Mio-Pliocene,Antofalla,andesite,Chile,8.3,0.5,-68.468,-25.712,57.7,1.2,17.08,7.09,0.1,3.24,6.5,4.05,2.06,0.3,,,99.32,11.1,210,13,775,52,,,,,22,,38,,601,,6.2,33.6,59.6,5.5,0.6
Mio-Pliocene,Arequipa,andesite,Chile,11.4,0.3,-69.65,-18.424,56.8,0.86,18.1,,0.12,3.11,7.01,3.73,1.81,0.21,,,95.45,6,155,19,563,55,12,21,96,83,16,25,12,180,600,19,4.3,10.8,29.6,2.5,2
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.347,-18.822,55.76,0.95,17.7,4.63,0.13,3.07,6.47,4.2,1.49,0.27,,1.52,97.77,5,139,19,644,23,,,92,76,12,17,11,161,65,,4,11,33.9,2.8,2
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.3,-18.828,56.91,1.03,18.05,4.41,0.13,2.6,6.59,4.36,1.68,0.32,,0.62,98.99,7,150,21,743,34,,,95,46,17,21,18,172,1041,,4.1,12.7,35.4,3.1,2.3
Miocene,transition,andesite,Chile,10,,-69.65,-26.867,64.64,0.55,17.73,,0.06,1.56,4.35,4.4,2.76,0.25,,0.19,99.53,,,,618,785,,,,28,5,7,8,,,7.1,6,26.3,,4.4,
Miocene,transition,andesite,Chile,10,,-69.65,-26.867,64.23,0.45,17.26,,0.05,1.38,4.71,4.81,2.73,0.19,,0.63,99.06,7.2,134,,668,92,,,,15,8,8,11,,862,6.7,5.9,13,,2.2,
Miocene,transition,andesite,Chile,13.4,,-69.75,-29.2,61.68,0.76,17.74,,0.09,2.14,6.51,4.08,1.93,0.3,,,99.93,,,,720,77,,,,,6,13,75,,915,8.8,5.8,21.8,,3.8,
Miocene,transition,andesite,Chile,12,,-69.65,-26.867,61.97,0.67,16.65,,0.09,2.4,5.61,3.66,2.6,0.22,,1,98.25,6.7,138,,571,80,,,,30,10,12,14,,642,10.9,5.2,18.6,,3.6,
Miocene,transition,andesite,Chile,12,,-69.65,-26.867,58.34,0.85,17.68,,0.15,3.49,6.47,3.66,2.02,0.23,,0.78,98.51,7.2,128,,540,60,,,,31,105,80,32,,568,15.2,4.4,15.5,,3.5,
Miocene,transition,andesite,Chile,11.2,0.6,-68.851,-25.369,59.3,0.78,17.37,6.22,0.1,3.45,6.32,3.57,2.16,0.24,,,99.51,8.5,148,16,537,71,,,,,17,,46,,417,,5.2,15.3,33.6,2.9,
Pliocene,transition,andesite,Chile,8,,-69.65,-26.867,63.8,0.73,16.55,,0.08,1.64,4.41,4.65,2.58,0.22,,0.92,98.7,16.6,195,,590,78,,,,15,7,10,5,,816,6.2,6.3,17,,2.7,
Pliocene,transition,andesite,Chile,6.9,,-69.65,-26.867,63.06,0.82,16.4,,0.08,2.28,4.87,4.34,2.61,0.29,,0.39,99.27,,,,597,85,,,,,,,,,748,,5.7,25.9,,4.5,
Mio-Pliocene,Arequipa,andesite,Chile,7.06,0.21,-69.219,-18.246,60.75,0.69,17.27,6.14,0.11,2.41,5.59,3.78,2.44,0.22,0.52,,99.4,11,156,19,565,70,14,,81,39,8,26,13,105,825,,,,29.7,2.7,
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.383,-18.333,58.66,0.75,18.04,7.24,0.14,2.84,6.55,3.66,1.81,0.22,,,99.91,28,164,22,534,53,13,,89,42,7,34,9,124,712,,5.7,11.3,24.3,2,1.7
Mio-Pliocene,Arequipa,andesite,Chile,10.5,0.3,-69.39,-18.264,61.45,0.69,17.67,5.97,0.11,2.1,5.32,4.24,2.5,0.24,,,100.29,29,177,19,503,74,21,,74,30,-1,42,0,84,844,,5.8,14.8,26.5,2.5,1.9
Mio-Pliocene,Arequipa,dacite,Chile,10.5,0.4,-69.383,-18.333,66.22,0.51,15.9,4.02,0.07,1.51,3.72,3.63,3.75,0.15,,,99.48,14,159,18,444,121,32,,70,39,7,25,2,63,911,,6.9,22.9,24.7,3.3,2
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.414,-18.715,62.32,0.86,15.55,2.24,0.08,2.09,4.37,3.34,3.78,0.26,,2.11,97.67,12,245,19,636,113,,,81,34,12,12,23,111,886,,5.4,24.1,33.5,4.4,2.3
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.4,-18.708,60.33,0.93,16.32,2.56,0.09,2.44,4.98,3.81,3.04,0.32,,1.58,97.86,10,227,18,786,103,,,100,50,22,13,30,106,947,,5.8,30.6,43.7,5.3,2.5
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.415,-18.71,61.76,0.81,15.99,3.01,0.08,2.28,4.71,3.76,3.02,0.27,,1.8,97.74,8,170,15,809,66,,,79,24,17,13,25,100,1075,,6.4,31.9,53.9,5,2.5
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.407,-18.713,63.03,0.7,15.76,2.92,0.08,2.06,4.35,3.76,2.94,0.22,,1.84,97.78,8,141,14,624,69,,,68,27,13,11,19,92,950,,6.3,27.6,44.6,4.4,2.3
Mio-Pliocene,Arequipa,rhyolite,Chile,,,-69.088,-19.661,73.74,0.19,14.32,1.02,0.05,0.29,0.96,5,4.62,0.06,,0.58,100.44,21,193,16,163,169,,16.2,61,2,6,0,12,0,957,,7.1,25,10.2,3.5,2
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.167,-19.608,62.95,0.62,17.25,2.02,0.11,2.05,4.84,3.89,2.84,0.21,,1.25,100.05,14,168,22,445,124,,19.5,75,20,7,10,13,88,631,,5.4,13.5,20.2,2.5,1.8
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.369,-19.049,59.54,0.72,18,2.37,0.1,2.45,5.79,3.99,2.23,0.23,,1.04,98.88,4,123,13,730,30,,,81,34,6,16,15,113,727,,4.7,15.1,56.2,3.2,2
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.372,-19.047,61.95,0.55,17.42,1.14,0.1,1.78,4.86,4.03,2.7,0.26,,1.66,98.35,5,128,14,746,23,,,89,52,22,19,31,123,672,,4.8,14.1,53.3,2.9,1.9
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.372,-19.047,58.81,0.74,18.17,4.14,0.1,2.62,6.05,4.1,1.97,0.23,,0.93,99.08,6,137,13,661,37,,,73,17,4,9,17,64,805,,4.6,13.9,50.8,3,2
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.372,-19.047,56.69,0.71,17.64,2.45,0.1,3.51,6.57,4.32,1.45,0.29,,1.95,97.69,4,119,14,722,28,,,80,33,8,20,26,125,736,,5,16.1,51.6,3.2,2.1
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.357,-19.046,56.36,0.72,18.86,3.43,0.1,2.93,6.71,3.65,1.55,0.27,,3.14,97.35,4,130,11,807,20,,,74,45,18,17,16,114,585,,4.5,15,73.4,3.3,2.1
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.34,-19.01,56.76,0.95,17.75,4.2,0.13,2.92,6.62,3.92,1.82,0.28,,1.96,98.85,7,141,22,651,54,,,91,60,7,25,12,177,732,,5.1,15.4,29.6,3,2.1
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.293,-19.072,63.16,0.57,16.52,1.85,0.07,2.01,4.42,3.94,3.05,0.17,,1.2,98.23,6,151,13,557,72,,,58,33,21,13,53,82,921,,5.4,16,42.8,3,2
Mio-Pliocene,Arequipa,andesite,Chile,9.18,0.33,-69.413,-18.707,61.53,0.82,16.3,3.12,0.08,2.4,5,3.74,2.89,0.26,,1.83,98.43,8,152,14,726,59,,,84,51,20,11,25,114,931,,5.9,29.5,51.9,5,2.5
Mio-Pliocene,Arequipa,andesite,Chile,8.7,2.3,-69.285,-19.086,53.16,0.98,17.35,2.84,0.14,5.57,8.57,3.14,1.43,0.24,,0.8,98.97,5,113,19,607,26,,,88,81,48,30,121,199,582,,4,11.5,31.9,2.8,2.1
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.382,-19.047,57.62,0.67,19.06,2.73,0.11,2.54,6.53,4.41,1.45,0.21,,0.84,98.65,4,120,16,676,25,,,74,55,9,17,16,111,634,,4.3,10,42.3,2.3,1.8
Mio-Pliocene,transition,andesite,Chile,,,-69.197,-19.681,57.63,0.96,18.54,4.28,0.12,3.03,6.77,3.9,1.83,0.21,,0.49,100.72,11,153,26,503,66,,21.6,88,33,12,21,26,190,557,,4.4,10.5,19.3,2.4,1.9
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.121,-19.617,53.52,1.21,18.18,2.98,0.11,5.07,7.95,3.64,1.39,0.3,,1.34,100.02,12,127,16,751,34,,22.5,114,67,58,28,90,208,510,,3.5,17.1,46.9,4.8,2.9
Mio-Pliocene,Arequipa,rhyolite,Chile,,,-69.213,-18.217,73.58,0.27,13.15,1.55,0.07,0.47,1.06,3.62,4.73,0.03,0.79,,98.53,13,130,18,144,144,,,32,17,5,44,4,5,655,,9.7,22,8,2.3,1.6
Mio-Pliocene,Arequipa,andesite,Chile,,,-69.219,-18.246,61.74,0.67,17.43,6.1,0.11,2.26,5.58,3.83,2.5,0.21,0,,100.43,9,152,20,554,70,,,79,39,6,42,10,100,807,,6.1,14.5,27.7,2.4,1.8
Mio-Pliocene,Arequipa,andesite,Chile,6.6,0.2,-69.26,-18.29,63.24,0.68,15.89,4.34,0.08,1.75,4.24,4.21,3.05,0.2,1.47,,97.68,12,143,12,601,92,,,74,26,10,37,27,74,966,,6,28.1,50.1,4.7,2.4
Mio-Pliocene,Arequipa,dacite,Chile,,,-69.243,-18.301,66.12,0.55,16.87,3.9,0.03,0.8,3.81,4.05,3.17,0.18,0,,99.48,21,157,18,537,77,,,80,30,5,39,8,70,963,,7.1,28.3,29.8,4,2
Mio-Pliocene,Arequipa,dacite,Chile,,,-69.383,-18.333,65.82,0.54,16.08,4.49,0.09,1.55,3.74,3.47,3.7,0.16,,,99.64,22,160,22,439,121,,,70,38,6,27,2,70,957,,6.1,18.8,20,3.1,2
Mio-Pliocene,Arequipa,dacite,Chile,,,-69.383,-18.333,64.93,0.46,16.94,3.86,0.1,1.17,3.99,3.98,3.3,0.19,1.48,,98.92,13,202,19,429,101,,,65,9,,31,0,31,895,,6.5,13.5,22.6,2.1,1.6
Upper Miocene,Arequipa,rhyolite,Chile,8.2,0.5,-69.6,-18.1,69.27,0.46,14.71,2.31,0.04,0.76,2.02,3.89,4.38,0.07,,,97.9,14,289,21,200,295,25,16,183,14.4,,3,15,40,716,8,8.5,26.9,9.5,3.2,1.8
Upper Miocene,Arequipa,rhyolite,Chile,,,-69.6,-18.1,68.49,0.45,14.49,2.3,0.04,0.77,1.99,3.85,4.35,0.07,,,96.79,12,286,21,195,295,20,16,31,,,4,14,42,703,6,,,9.3,,
Miocene,Antofalla,andesite,Argentina,,,-66.767,-22.95,63.43,1.06,19.12,,0.05,1.96,3.73,2.33,4.12,,,,100.08,,,,520,,,,,,3,9,23,,932,9.9,6.2,30.1,,4.8,
Miocene,Antofalla,dacite,Argentina,,,-66.833,-22.5,64.45,0.96,16.5,,0.15,1.85,5.03,2.52,3.59,0.22,,,99.82,,,,266,,,,,,6,8,17,,636,9.5,5.5,27.9,,5.1,
Miocene,Antofalla,dacite,Argentina,,,-66.083,-22.983,66.85,0.66,16.21,,0.07,1.35,3.19,4.25,4.48,,,,100,,,,,,,,,,2,4,16,,525,5.5,6.4,33.8,,5.3,
Miocene,Antofalla,andesite,Argentina,,,-66.517,-22.05,63.83,1.03,16.18,,0.2,2.62,4.88,1.85,3.35,,,,99.67,,,,434,162,,,,,11,9,83,,669,21.5,4.9,12.5,,2.6,
Mio-Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,56.95,1,15.73,6.84,0.11,3.42,4.78,1.82,2.56,0.29,,,93.5,24,221,43,392,133,22,,140,40,22,47,116,157,710,,5.4,11.3,9.1,2.1,1.4
Mio-Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,61.89,0.96,15.46,5.23,0.05,1.86,3.73,1.79,4.06,0.36,,,95.39,18,222,27,326,173,23,,92,1,9,86,19,111,804,,6.3,30.6,12.1,4.8,1.4
Mio-Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,59,1.06,15.04,6.22,0.09,2.63,4.3,1.61,3.49,0.31,,,93.75,22,223,41,341,150,25,,102,8,19,57,43,133,757,,5.3,,8.3,,
Mio-Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,61.03,1.04,17.27,6.34,0.07,2.71,5.04,1.89,3.62,0.37,,,99.38,23,207,36,437,156,23,,105,9,17,53,36,123,677,,4.9,15.2,12.1,3.1,2
Mio-Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,60.64,0.93,15.69,5.28,0.06,1.8,6.43,2.05,3.45,0.29,,,96.62,18,189,23,356,167,25,,112,4,7,70,18,108,653,,5.1,22.5,15.5,4.4,1.8
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,62.42,0.88,16.03,4.26,0.04,,3.73,1.58,4.38,0.27,,,93.59,19,217,32,326,202,27,,93,3,15,15,114,98,730,,6.4,,10.2,,
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,60.3,0.91,15.13,5.33,0.05,1.82,3.29,1.58,3.91,0.25,,,92.57,21,199,27,300,178,31,,114,38,11,33,26,123,891,,6.7,20,11.1,3,1.7
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,62.36,0.89,16.42,5.61,0.07,2,3.94,1.7,3.75,0.38,,,97.12,20,221,30,332,194,12,,120,5,16,68,25,106,804,,5.1,19.6,11.1,3.9,2.1
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,62.97,0.82,15.3,4.99,0.07,1.47,3.62,2,4.27,0.27,,,95.78,18,201,30,316,191,29,,99,,11,38,22,97,726,,6,,10.5,,
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,62.45,0.9,15.82,5.17,0.05,1.72,3.61,1.81,3.62,0.26,,,95.41,20,213,33,334,155,21,,104,17,14,46,24,109,813,,4.9,18.5,10.1,3.8,2.1
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,61.49,0.92,15.36,5.37,0.07,1.63,3.36,1.53,4.35,0.31,,,94.39,18,188,33,299,246,22,,71,18,16,135,24,102,772,,5.6,16.6,9.1,3,1.5
Pliocene,Antofalla,dacite,Argentina,,,-66.75,-22.5,66,0.9,15.78,5.2,0.08,2.02,4.12,1.91,4.35,0.38,,,100.74,20,205,33,340,185,24,,71,7,15,160,29,107,724,,6,,10.3,,
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,61.41,0.87,15.53,5.19,0.1,1.85,3.95,1.61,4.04,0.28,,,94.83,20,198,30,311,263,26,,84,,13,105,23,114,729,,5.7,,10.4,,
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,60.86,0.92,16.2,5.57,0.06,2.45,4.35,1.55,3.52,0.31,,,95.79,21,211,30,356,186,23,,109,3,15,66,26,112,745,,6.2,34.3,11.9,5.6,2
Pliocene,Antofalla,dacite,Argentina,,,-66.75,-22.5,65.34,0.95,16.63,5.54,0.08,1.98,4.52,1.56,4.13,0.39,,,101.12,22,229,38,391,222,28,,110,7,20,115,26,109,709,,5.6,,10.3,,
Pliocene,Antofalla,andesite,Argentina,,,-66.75,-22.5,61.44,0.82,15,5.04,0.06,1.77,3.07,1.66,4.02,0.28,,,93.16,20,196,33,286,198,24,,102,2,15,5,123,107,741,,6.4,,8.7,,
