SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O_105G_C,LOI,PC,Li,Sc,V,Co,Cr,Ni,Cu,Mo,Zn,W,Rb,Sr,Y,Nb,Zr,Cs,Cd,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Lu,Yb,Hf,Ta,Pb,Th,U,Au,In,Sn,Ag,Ge,As,Bi,Tl,Be,Ga,S,Sb,B,87_86Sr,Sr_error,143_144Nd,Nd_error,206_204Pb,206Pb_error,207_204Pb,207Pb_error,208_204Pb,208Pb_error,18O,edad_geol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8747,,15.6942,,38.7636,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.885,,15.6726,,38.7069,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8928,,15.6726,,38.7227,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9126,,15.689,,38.7835,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9211,,15.6951,,38.8118,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9325,,15.7025,,38.8548,,,AlbianoSuperior
74.4,0.2,13.2,1.65,,0.1,0.3,0.9,3.9,4,0,,,,11.8,2,19,4,7,3,2,0.7,21,1.7,150,98,19,12,117,3.3,0.1,798,21,38,4.3,15.3,2.7,0.5,2.8,0.4,2.5,0.5,1.6,0.3,0.3,1.8,2.9,0.9,6.3,21.7,4.2,,,,,,,,,,,,,,0.706,0,0.51265,0,18.803,0.001,15.681,0.001,38.995,0.003,,Miocenomedio
69.8,0.1,11.7,0.77,,0.1,0.2,2.4,3.5,4.5,0,,,,11.2,6,7,,2,1,3.6,3,31,1.8,156,190,16,14,76,5.1,0.1,721,7.1,21.2,1.8,6,1.4,0.2,1.4,0.2,1.5,0.3,1,0.2,0.2,1.1,2.9,0.9,12.9,8.4,2.2,,,,,,,,,,,,,,0.7078,0,0.51249,0,18.768,0.002,15.761,0.002,39.18,0.005,,Miocenomedio
50.9,0.1,9.2,0.59,,0,0.9,9.1,1.9,3.2,0,,,,56.6,4,7,1,,1.4,1.9,3.3,19,3.5,189,93,10,12,63,8.7,0.1,421,19,37,3.9,12.5,2.2,0.3,1.9,0.3,1.8,0.4,1.1,0.2,0.2,1.3,2.6,1.2,11.7,22.8,4,,,,,,,,,,,,,,0.7086,0,0.51249,0,18.804,0.002,15.719,0.002,39.168,0.005,,Miocenomedio
72.7,0.3,13.8,2.04,,0.1,0.5,1.6,3.9,4.2,0.1,,,,22.5,8,34,2,9,3,1,1.3,35,1.6,178,180,21,16,113,4.3,0.1,659,10.4,23.6,2.5,8.7,1.8,0.3,1.6,0.3,1.8,0.4,1.1,0.2,0.2,1.2,1.8,0.9,14,8.2,2.7,,,,,,,,,,,,,,0.7068,0,0.51243,0,18.637,0.001,15.71,0.001,38.991,0.003,,Miocenomedio
64.2,0.4,14.9,2.87,,0.1,2,3.3,3.1,3,0.1,,,,24.5,8,57,6,11,4,11,1.2,42,0.7,132,301,18,12,142,5.4,0.1,615,21.2,42.7,4.6,15.9,2.9,0.6,2.5,0.4,2.3,0.4,1.3,0.2,0.2,1.3,2.2,0.4,15.1,13,2.5,,,,,,,,,,,,,,0.707,0,0.51236,0,18.502,0.002,15.658,0.002,38.792,0.005,,Miocenomedio
63.6,0.6,15.2,5,,0.1,2.1,3.9,3,3.6,0.2,,,,13.2,11,114,16,20,14,33,1.3,56,2.7,123,437,16,9,139,3.6,0.1,850,30,59.1,6.7,24.7,4.3,1,3.6,0.5,2.7,0.5,1.5,0.2,0.2,1.4,2.1,0.9,14.4,8.3,1.9,,,,,,,,,,,,,,0.7088,0,,,,,,,,,7.9,Miocenomedio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
69.8,0.2,14.6,1.42,,0.1,0.2,0.7,1.8,4.7,0,,,,5.8,3,10,2,9,3,3,4.1,42,1.3,134,127,11,12,125,4.6,0.1,940,6.8,14.3,1.5,5.1,0.9,0.2,0.8,0.1,0.8,0.2,0.5,0.1,0.1,0.5,3,0.4,14.4,3.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
,,,,,,,,,,,,,,15.2,1.2,5.2,0.6,,0.5,,2.3,,0.8,,126,,11.2,83.5,1.8,0.2,,26.3,50.4,5.4,18.6,2.8,0.6,2.8,0.3,1.9,0.4,1.1,0.2,0.2,1.1,3.2,0.8,23.6,9.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.4,0.6,16,5.38,,0.1,2.1,4.8,3.5,2.7,0.2,,,,8.4,12,119,10,21,17,61,0.7,63,0.3,75,556,15,7,149,1.4,0.1,817,18.8,40.5,4.3,17,3.1,0.9,2.2,0.3,1.9,0.4,1,0.2,0.1,0.9,1.8,0.7,13.6,5.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
71.1,0.2,13.1,1.47,,0.1,0.4,1.3,2.7,5,0.1,,,,11.3,4,14,,3,3,,2.4,47,1.9,122,220,10,14,132,1.9,0.1,1029,33.3,62,6.4,20.8,3.2,0.5,2.5,0.3,2,0.4,1.2,0.2,0.2,1.2,2.8,0.7,25.9,8.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
69.7,0.1,13.3,1.04,,0.1,0.3,1.1,3.2,4.7,0,,,,,6,12,,5,2,,,44,,125,229,13,14,93,,,1135,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
71.4,0.2,13.3,1.27,,0.1,0.3,1,3.8,4.3,0.1,,,,,3,16,6,10,5,14,,47,0.4,115,177,16,10,129,1.9,,1144,14.7,41.5,2.9,9.5,1.7,0.7,1.7,0.2,1.1,0.3,0.7,0.1,0.2,0.8,2.9,0.5,24.3,3.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
72.3,0.3,13.7,2.32,,0.1,0.4,1.3,4.2,4.8,0.1,,,,33.9,2,28,,5,4,9,10.3,63,5.2,200,161,17,14,143,3.6,0.1,706,16,31.5,3.6,11.7,1.9,0.3,1.6,0.2,1.5,0.3,0.9,0.1,0.2,1,3.3,0.6,19.3,15.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
72.2,0.2,14.5,1.7,,0,0.3,1.1,4.6,4.6,0,,,,29.1,4,11,3,8,2,3,2.6,42,2,199,208,18,10,201,7.9,0.1,1025,15.7,31.4,3.2,10.3,1.6,0.3,1.3,0.2,1.1,0.2,0.8,0.1,0.1,0.9,3.8,0.4,18.1,12.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
72.1,0.2,13.2,1.14,,0.1,0.3,1,3.9,4.1,0,,,,16.2,2,11,1,5,,2,2.3,51,4.8,104,206,14,13,125,1.5,0.2,1239,14.9,29.9,3.1,10.4,1.6,0.3,1.3,0.2,1.1,0.2,0.7,0.1,0.1,0.8,3.2,0.5,19.9,4,0.7,,,,,,,,,,,,,,0.7094,0,0.51206,0,,,,,,,,Miocenomedio
71.1,0.2,13.1,1.12,,0.1,0.5,0.7,2.6,5.3,0,,,,26.5,2,8,6,3,6,7,4.9,41,6.2,202,75,18,14,135,14,0.1,502,34,62,6.2,19.3,2.9,0.4,2.3,0.3,1.9,0.4,1.2,0.2,0.2,1.4,3.7,1.1,22.2,28.8,5.5,,,,,,,,,,,,,,0.7077,0,0.51224,0,,,,,,,,Miocenomedio
71.7,0.2,13,1.11,,0.1,0.5,0.7,2.7,5.3,0,,,,,5,13,2,5,10,16,,34,,200,66,19,15,123,,,441,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
63.4,0.8,16.2,3.81,,0.1,2.1,4.5,4.1,2.3,0.2,,1.6,,,7,99,46,9,19,,,93,,94,627,10,,115,,,474,22.3,54.6,6.4,25.2,4.5,1.2,3,0.4,1.9,,,,0.1,0.5,,,10,6,,,,,,,,,,,,,,,0.704807,,0.512646,,,,,,,,,Miocenomedio
61.7,1,15.8,5.35,,0.1,3.5,5.2,3.8,2,0.2,,2,,,12,138,56,62,20,,,96,,62,711,12,,118,3,,410,20.9,45.5,5,19.7,5,1.1,2.5,0.3,1.9,,,,0.1,0.6,3.6,2.5,3,5.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70559,,0.512572,,,,,,,,,Miocenomedio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7052,,0.512605,,,,,,,,,Miocenomedio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70403,,0.512749,,,,,,,,,Miocenomedio
64.5,0.6,14.9,2.15,1.9,0.1,1.5,2.9,3.8,3.4,0.2,,,,,7.7,,8.5,,7.3,,,,,84,495,,,143,2.7,,1366,29.2,50.4,,,5,1.3,,0.4,,,,,,1,4.1,0.6,,7.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
66.4,0.5,15.5,0.25,1,0,1.4,6.9,3.4,5.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
68.1,0.5,15,1.79,1.2,0.1,1.3,1.5,4.1,2.7,0.2,,,,,5.2,,5.8,,5.1,,,,,70,673,,,192,0.7,,1160,29.3,50.3,,,4.6,1.2,,0.4,,,,,,0.8,4.3,0.7,,8.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
66,0.6,15,2.21,1.8,0.1,1.3,1.9,3.9,3.5,0.2,,,,,7.2,,8.5,,6.2,,,,,84,547,,,203,2.7,,1149,38.1,72.1,,,5.2,1.4,,0.4,,,,,,1.2,4.1,0.6,,9.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
65.4,0.5,15,1.22,1.6,0.1,1.3,3.7,2.7,3.3,0.2,,,,,5.2,,3.4,,3.2,,,,,122,275,,,187,3.2,,830,26.9,50.2,,,4.2,1.1,,0.3,,,,,,0.8,4.3,0.8,,8.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
65.9,0.5,14.7,1.2,1.6,0.1,1.1,3.6,3.1,3.6,0.1,,,,,,,22,43,16,,,,,132,396,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
64.8,0.5,15.1,1.14,1.7,0.1,1.1,3.6,2.3,3.9,0,,,,,,,19,89,15,,,,,204,218,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
66.3,0.5,14.6,1.67,1.4,0.1,1,3.1,3.8,3.3,0.1,,,,,,,39,43,20,,,,,117,509,,,,,,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
40,0.6,12.2,6.69,0.9,0.3,4.7,30.3,0.3,0.3,0,,,,,12.2,,10.4,,2,,,,,14.1,108,,,96,0.6,,203,12.5,26.1,,,3.1,0.8,,0.5,,,,,,2.6,1.1,0.1,,3.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
67.4,0.4,17,0.73,2.6,0.1,0.8,3.2,4.8,1.9,0.2,,,,,19.3,,3,8.5,0.8,0.9,,44.4,,85.1,373,8.5,,145,2.7,,554,19.3,32.1,,,3.2,0.8,,0.4,,,,,,1.4,4.1,1.3,25.5,5.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
66.1,0.5,17,1.22,2.7,0.1,,4,4.3,1.8,0.2,,,,,24.6,,3.8,8.1,0.3,1.8,,84,,66,480,9.7,,136,3.7,,700,24.6,42.3,,,3.4,1.1,,0.4,,,,,,1.2,3.7,0.8,19.8,5.7,41.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
67.2,0.5,15.6,0.7,2.8,0.1,1.7,3.4,4,2.4,0.1,,,,,19.4,,8.1,,5.3,,,,,73,381,,,119,2.6,,596,19.4,29.4,,11.6,2.9,0.7,,0.3,,,,,,1,3.2,0.8,,6.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
73.9,0.2,14.5,0.02,0.5,0.1,0.5,4.6,3.5,1.2,0.1,,,,,1.9,,1,,0.6,,,,,33,298,,,85,0.6,,425,12.4,24.4,,,2,0.5,,0.2,,,,,,0.9,3.4,1,,7.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
73.6,0.2,14.5,0.33,1.3,0.1,0.3,1.6,4.1,3.5,0.1,,,,,22.9,,1.4,14.1,0.7,1.4,,37.9,,117,245,6,,108,2.6,,711,22.9,32.5,,17.8,3.7,0.5,,0.2,,,,,,1.2,3.2,1.2,33.8,8.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
73.6,0.2,14.3,0.5,1.1,0.1,0.3,1.7,4.1,3.3,0.1,,,,,22.2,,1.4,,0.4,,,,,101,243,,,108,3.1,,706,22.2,33.7,,15.1,2.7,0.6,,0.2,,,,,,0.5,3.1,1,,8.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
74,0.2,14.3,0.26,1.3,0,0.3,1.7,4.2,3.3,0.1,,,,,22.6,,1.5,3.9,0.2,20.5,,27.4,,100,244,6.7,,112,2.5,,729,22.6,33.7,,11.3,2.8,0.5,,0.3,,,,,,0.6,3.4,0.9,3.4,9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
69.2,0.5,16.8,0.01,0.6,0.1,0.6,4.3,4.2,3.6,0.1,,,,,,,,8.1,,1.6,,55,,,,6.2,,,,,,,,,,,,,,,,,,,,,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
73.4,0.2,14.3,0.31,1.4,0.1,0.4,1.5,4,3.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
74,0.2,15.2,0.04,0.2,0,0.4,3.8,4.5,1.3,0.1,,,,,,,,10.3,,1.2,,17.1,,,,7,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
74.1,0.2,14.2,0.26,1.1,0,0.4,1.7,4.1,3.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
73.2,0.2,14.4,0.52,1.3,0.1,0.4,1.7,4.2,3.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
73.9,0.2,13.8,0.27,1.2,0.1,0.3,1.3,3.7,4.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
65.5,0.8,17.3,4.15,,0,1,3.5,4.3,3.1,0.2,,,,,,,,,,,,,,99,685,,,,,,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.4,0.9,17.1,6.54,,0.1,2.9,5.9,3.8,2.3,0.2,,,,,,,,,,,,,,71,658,,,,,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60,1,17.1,6.41,,0.1,3,6,3.7,2.5,0.2,,,,,,,,,,,,,,83,703,,,,,,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
51.7,2,16.3,10.08,,0.1,6.5,7.9,3.3,1.6,0.5,,,,,,,,,,,,,,25,891,,,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
74.1,0.3,14.2,1.49,,0.1,0.5,1.1,3.9,4.4,0.1,,,,,,,,,,,,,,175,133,,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
56.1,1,17.2,7.87,,0.1,4.6,7.4,3.1,2.5,0.2,,,,,,,,,,,,,,80,702,,,,,,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.2,1.1,17.3,6.13,,0.1,2.8,5.1,4.1,3,0.4,,,,,,,,,,,,,,,922,,,,,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
61.7,0.9,17.2,5.68,,0.1,2.6,4.7,3.9,3.1,0.3,,,,,,,,,,,,,,,748,,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
62.2,0.9,17,5.45,,0.1,2.3,4.5,4.2,3.1,0.3,,,,,,,,,,,,,,,817,,,,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
63.9,0.8,17.6,4.55,,0.1,1.8,3.6,3.7,3.7,0.3,,,,,,,,,,,,,,,735,,,,,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
64.9,0.8,16.8,4.52,,0.1,1.5,3.7,3.9,3.6,0.3,,,,,,,,,,,,,,,714,,,,,,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
59.1,1.2,17.5,6.33,,0.1,2.6,5.6,4.5,2.7,0.5,,,,,,,,,,,,,,100,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
62.6,0.8,17.2,5.18,,0.1,2.6,4.7,3.8,2.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
63.5,0.9,16.4,5.06,,0.1,2,5.2,4.4,3.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
67.6,0.8,14.7,4.71,,0.1,1.8,4.2,3.2,2.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
57.5,1.4,17.5,7.23,,0.1,3.2,5.8,4.4,2.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
67.6,0.5,17.7,2.63,,0,0.5,2.3,3.7,4.9,0.1,,,,,,,,,,,,,,,1060,,,,,,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
57.8,0.9,17.9,6.87,,0.1,3.8,6.7,3.6,2.2,0.2,,,,,,,,,,,,,,123,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
55,1.5,17.3,8.39,,0.1,4.6,6.8,3.7,2.1,0.5,,,,,,,,,,,,,,,1290,,,,,,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
54.1,1.4,17,8.72,,0.1,5.1,7.9,3.5,1.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
57.6,1.1,17.4,7.48,,0.1,4.2,6.5,3.1,2.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
58.4,1,18.8,7,,0.1,2.6,5.6,3.8,2.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
58.2,1.4,17.5,6.73,,0.1,2.7,5.7,4.6,2.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
63,0.7,17.1,5.44,,0.1,2.4,4.7,3.6,2.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
56.6,1.2,17.8,7.52,,0.1,3.6,6.7,4,2.1,0.4,,,,,,,,,,,,,,55,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.9,0.9,17.5,6.65,,0.1,2.5,5.4,3,2.9,0.2,,,,,,,,,,,,,,,566,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.8,0.9,17.1,6.31,,0.1,3.3,5.3,3.6,2.5,0.2,,,,,,,,,,,,,,,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
68.5,0.4,16.5,3.34,,0.1,1.1,2.8,3.2,4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.8,1.1,15.9,5.87,,0.1,4.7,4.3,2.6,4.3,0.4,,,,,,,,,,,,,,210,923,,,,,,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
59.2,1.1,15.5,6.19,,0.1,5.3,5,2.8,4.5,0.4,,,,,,,,,,,,,,,1180,,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
61.5,0.7,17.9,5.84,,0.1,2.5,5.2,3.6,2.4,0.2,,,,,,,,,,,,,,51,738,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
75.2,0.2,14.4,1.1,,0.1,0.4,0.9,3.5,4.3,0,,,,,,,,,,,,,,131,469,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.4,0.7,18.3,6.21,,0.1,2.6,5.6,3.4,2.4,0.2,,,,,,,,,,,,,,,751,,,,,,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
58.4,1,19.2,6.52,,0.1,2.7,6.1,3.5,2.2,0.2,,,,,,,,,,,,,,,901,,,,,,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
69.1,0.5,16.1,3.28,,0,1,2.7,3.4,4.1,0.1,,,,,,,,,,,,,,,380,,,,,,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.5,0.9,18,6.44,,0.1,2.4,5,3.6,2.8,0.3,,,,,,,,,,,,,,77,765,,,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.7,0.9,18.1,6.36,,0.1,2.5,5,3.4,2.8,0.3,,,,,,,,,,,,,,,734,,,,,,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
58.3,0.8,19.1,6.86,,0.1,3.1,5.9,3.8,1.9,0.2,,,,,,,,,,,,,,,813,,,,,,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.7,0.8,17.5,6.14,,0.1,3.3,5.4,3.8,2.3,0.2,,,,,,,,,,,,,,,722,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
61.7,0.8,17.4,6.01,,0.1,2.7,4.9,3.7,2.5,0.2,,,,,,,,,,,,,,,659,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
61.4,0.9,16.5,6.29,,0.1,3.1,4.9,3.8,2.9,0.2,,,,,,,,,,,,,,,728,,,,,,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
57.7,1,17.6,7.77,,0.1,3.7,6.5,3.3,2.1,0.2,,,,,,,,,,,,,,,653,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
59.6,0.9,17.8,6.85,,0.1,3,5.6,3.7,2.4,0.2,,,,,,,,,,,,,,69,688,,,,,,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
62.9,0.7,16.7,5.62,,0.1,2.6,4.5,3.8,3,0.2,,,,,,,,,,,,,,97,613,,,,,,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
60.8,0.6,18.3,6.35,,0.1,2.3,5.3,3.4,2.8,0.2,,,,,,,,,,,,,,149,640,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
64.7,0.7,16.2,5.35,,0.1,2.2,4,3.4,3.2,0.2,,,,,,,,,,,,,,,522,,,,,,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
61.9,0.6,17.4,5.88,,0.1,2.5,4.9,3.3,3.2,0.1,,,,,,,,,,,,,,107,498,,,,,,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
55,1.9,16.1,8.53,,0.1,4.1,6.4,3.7,3.2,0.8,,,,,,,,,,,,,,,1370,,,,,,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
53.8,1.8,15.5,8.81,,0.1,5.8,7.1,3.4,3,0.7,,,,,,,,,,,,,,,1270,,,,,,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
54.1,1.9,16.5,9.18,,0.1,4.6,6.7,3.2,3.1,0.7,,,,,,,,,,,,,,69,1329,,,,,,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenosuperior
