SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O_105G_C,LOI,PC,Li,Sc,V,Co,Cr,Ni,Cu,Mo,Zn,W,Rb,Sr,Y,Nb,Zr,Cs,Cd,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Lu,Yb,Hf,Ta,Pb,Th,U,Au,In,Sn,Ag,Ge,As,Bi,Tl,Be,Ga,S,Sb,B,87_86Sr,Sr_error,143_144Nd,Nd_error,206_204Pb,206Pb_error,207_204Pb,207Pb_error,208_204Pb,208Pb_error,18O,edad_geol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8747,,15.6942,,38.7636,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.885,,15.6726,,38.7069,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8928,,15.6726,,38.7227,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9126,,15.689,,38.7835,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9211,,15.6951,,38.8118,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9325,,15.7025,,38.8548,,,AlbianoSuperior
58.2,0.9,17.1,6.92,,0.1,3.3,6.1,3.6,3.2,0.2,,3,,,,145,16.5,110,5,25,2,110,1,94,470,19.2,16.5,193.6,3.5,,889.4,22.9,47.5,5.9,23.7,5,1.3,4.5,0.7,3.9,0.8,2.1,0.3,0.3,1.9,4.7,0.9,20,6.8,1.5,,,3,,,,,0.5,,19,,,,,,,,,,,,,,,Miocenomedio
62.6,0.8,17,5.82,,0.1,2.1,4,4.3,3.2,0.3,,3.7,,,,114,13.6,50,12,21,3,93,2,107.5,390,15.2,16.7,181.7,4,,900.5,27,52.5,6.4,24.8,4.6,1.1,3.9,0.6,3.1,0.5,1.5,0.2,0.2,1.4,4.2,0.8,22,10.2,2.8,,,2,,,,,,,21,,,,,,,,,,,,,,,Miocenomedio
63.7,0.8,16.6,4.64,,0.1,2.3,4.8,4.1,2.2,0.4,,3.4,,,,80,11,80,10,25,,90,1,52.2,702,8.4,21.4,178.3,8.2,,1021.5,36.8,71.6,8.4,31.9,5.5,1.4,3.8,0.4,2,0.3,0.8,0.1,0.1,0.7,4.4,1.1,15,10.2,2.5,,,2,,,,,0.5,,23,,,,,,,,,,,,,,,Miocenomedio
50.7,1.7,15.7,9.71,,0.1,7.3,8.5,3.2,1.8,0.7,,1.8,,,,230,37.5,430,120,60,,115,2,35.4,704,17.5,37,156.6,4.3,,717.1,25.9,56,7.2,30.4,6.1,1.8,5.1,0.7,3.9,0.7,1.9,0.3,0.2,1.6,3.9,2.1,15,4.5,1,,,3,,,,,0.5,,19,,,,0.70488,,,,18.6408,,15.5838,,38.6033,,,Miocenomedio
67.4,0.5,15.9,0.55,,0.1,1,5.4,3.5,5.6,0.2,,2,,,,55,2.5,140,5,15,2,55,1,183,638,7.5,10.5,187.8,2.8,,856.3,24.8,54.3,6.8,26.9,4.6,1,2.9,0.3,1.7,0.3,0.7,0.1,0.1,0.6,4.6,0.5,10,10.2,2.5,,,1,,,,,0.5,,22,,,,,,,,,,,,,,,Miocenomedio
67.2,0.5,15.9,2.89,,0,1.4,2.1,3.6,5.1,0.2,,1.4,,,,75,9.5,220,5,1575,26,60,7,155,630,9.5,12.4,144.3,5.8,,844.7,25.1,49.3,6,23.5,4.1,1,2.9,0.4,1.9,0.3,0.9,0.1,0.1,0.9,3.5,0.7,5,7.4,2,,,3,,,,,0.5,,22,,,,0.70558,,,,18.7256,,15.6427,,38.7667,,,Miocenomedio
56.1,1,16.5,8.06,,0.2,4,6.5,3.6,2,0.3,,,,,,158,26,76,51,,,,,22,682,7.7,2.5,52,,,784,11.3,23.9,2.8,12,2.2,0.5,1.7,0.2,1.2,0.2,0.4,,,0.2,1.8,0.2,,2.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.1,0.6,16.9,5.57,,0.1,2.3,4.4,3,2.7,0.2,,,,,,84,9,20,11,,,,,44,409,8.9,3.5,64,,,879,14.3,29.3,3.3,13.3,2.5,0.5,1.9,0.2,1.5,0.3,0.8,0.1,0.1,0.5,2.4,0.4,,5.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
64,0.6,16.4,5.42,,0.1,2,4.1,3.9,2.7,0.1,,,,15,,111,13,,10,,,,,53,324,13,4.3,74,,,711,18.6,35.9,3.8,14.4,2.8,0.5,2.1,0.3,2.1,0.4,1.1,0.1,0.1,1,2.8,0.6,,13.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
63.2,0.5,16.8,5.39,,0.1,1.9,3.8,3.5,3.4,0.1,,,,11,,88,12,19,19,,,,,68,326,10.4,4.1,70,,,719,16.1,31.8,3.5,12.7,2.1,0.4,1.8,0.3,1.9,0.4,1,0.1,0.1,0.8,2.4,0.6,,12.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
60.2,0.5,15.1,5.1,,0.1,0.9,4.6,1.4,3.5,0.2,,,,,,81,7,12,,,,,,64,126,6.7,3.1,54,,,411,12.1,25.9,3,11.8,2.3,0.5,1.6,0.2,1.2,0.2,0.6,0.1,0.1,0.4,2,0.3,,5.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
56.7,1.1,15.9,6.49,,0.3,4.4,0.5,1.1,8.5,0.4,,,,29,,131,19,94,48,,,,,196,216,10.3,7.1,122,,,1559,20.5,46.4,5.6,22.5,4.2,0.9,3,0.4,2.1,0.3,0.8,0.1,0.1,0.6,4.2,0.7,,7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.8,0.7,15.9,4.59,,0.1,1.6,2.2,4.3,5,0.2,,,,12,,69,5,17,13,,,,,103,284,9.6,5.2,189,,,1488,21.7,42.8,4.5,16.6,3,0.8,2.3,0.3,1.4,0.2,0.7,0.1,0.1,0.7,5.7,0.6,,10.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
65.1,0.2,12.5,1.5,,0,0.6,4.2,1,2.5,0.1,,12.2,,,,18,3,27,84,6,0.4,29,4.6,138,505,9,16,123,8.6,0.2,380,40,67,6.4,19,2.7,0.6,2,0.3,1.5,0.3,0.9,0.1,0.2,1,3.8,1.5,22,22.8,2.9,,,,,,,,,,17.1,,,,,,,,,,,,,,,Miocenomedio
53.2,0.9,16.8,2.33,5.2,0.2,4,8.8,2.5,1.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
57.2,0.7,18.3,6.37,,0.1,3.3,7.2,4.1,1.5,0.3,,,,,17,132,23,,16,,,,,33,838,18,1,83,0.1,,620,18.2,36.1,,17.6,3.8,1.1,,0.6,,0.8,,,0.2,1.7,2.7,0.1,,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.8,0.5,16.8,4.99,,0.2,2.2,5.1,4,2.3,0.2,,2.7,,,9,101,21,,9,,,,,70,594,12,5,84,,,1973,18.2,35.5,,,3.4,0.6,,,,,,,,1,2.5,,,6.3,2.2,,,,,,,,,,20,,,,0.70472,,0.512728,,,,,,,,,Miocenomedio
60.5,0.6,16.9,5.29,,0.1,1.9,5.7,3.6,2.1,0.2,,4,,,13,102,20,13,10,,,,,64,660,20,4,86,,,610,20.5,42,,,4,1.1,,0.6,,,,,,1.2,2.9,,,3.7,,,,,,,,,,,19,,,,,,,,,,,,,,,Miocenomedio
58.6,0.7,17.8,5.87,,0.1,2.8,6.6,3.9,1.7,0.3,,1.6,,,13,120,19,10,12,,,,,46,718,15,3,101,,,534,18.6,37.8,,,4,1,,0.6,,,,,0.2,1.4,3.2,,,3.8,,,,,,,,,,,22,,,,,,,,,,,,,,,Miocenomedio
56.6,0.7,18,6.67,,0.2,2.6,7.4,3.7,1.6,0.3,,2.6,,,13,129,18,11,11,,,,,42,759,14,3,95,,,488,17.9,38.4,,,4,0.8,,0.5,,,,,,1.3,3.2,,,3.2,,,,,,,,,,,21,,,,,,,,,,,,,,,Miocenomedio
56.9,0.6,17.5,7.31,,0.1,2.9,4.7,4.7,1.4,0.2,,2,,26,21.9,99,15.8,66,11,39,,81,,32.6,550.3,16.8,9,82.1,1.3,,740.7,27.1,42.1,5.9,21.9,3.5,1.4,4.8,0.6,4.2,0.8,2.2,0.3,0.3,1.6,2,1.1,12,4.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
60.6,0.9,16.1,6.33,,0.1,3.2,5.3,3.3,1.8,0.3,,1.7,,36,22,130,13,129,10,40,3,68,5,62.3,450.4,14.5,10,40.6,7.6,,488.3,25.1,40.8,5.8,23,3.7,1.2,4.7,0.6,3.6,0.7,1.9,0.3,0.2,1.3,1,1.4,14,7.6,2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
60.6,0.9,16.1,6.33,,0.1,3.2,5.3,3.3,1.8,0.3,,1.7,,36,22,130,13,129,10,40,3,68,5,62.3,450.4,14.5,10,40.6,7.6,,488.3,25.1,40.8,5.8,23,3.7,1.2,4.7,0.6,3.6,0.7,1.9,0.3,0.2,1.3,1,1.4,14,7.6,2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
62.2,0.7,16.6,6.11,,0.1,2.6,5.3,3.6,2.5,0.2,,1.4,,19,14.5,104,6.7,76,19.1,22,,80,,34.1,611,12.7,7.3,66.9,1.8,0.2,435.5,8.1,31.5,3.7,14.2,2.7,0.9,2.6,0.4,2.1,0.4,1.1,0.2,0.2,1,2,1.2,,4.1,2.2,,,1,,1,,,,,,,,,,,,,,,,,,,,Miocenomedio
68.1,0.3,19.7,2.09,,0,2,2.3,3,2.4,0.1,,9.4,,,13.1,95,4.4,43,10.9,20,3,75,,114.6,245.5,7.2,7.9,85.9,6.8,0.3,580.2,13.7,20.5,3.4,12.8,2.2,0.7,2,0.3,1.5,0.3,0.7,0.1,0.1,0.7,2,1.7,,6.7,2.2,,,0.8,,2,,0.8,,,22,,,,,,,,,,,,,,,Miocenomedio
62.1,0.6,18.6,5.68,,0.1,1.5,6.5,3.1,1.5,0.3,,4.5,,20,12.4,95,9,58,9.7,17,,71,,34.9,497.6,11.1,8.6,100.5,5.1,,557.3,12.7,21.6,3.5,14.8,3.2,1,3,0.4,2.1,0.4,1,0.2,0.1,1,2,1.4,6,4,4.1,,,0.9,,1,,0.4,,,22,,,,,,,,,,,,,,,Miocenomedio
63.7,0.7,23.1,2.36,,0,0.6,2.2,1.2,5.9,0.1,,6.2,,10,14,100,5.9,41,5.9,16,2,82,,57.6,536.6,15.2,7.8,98.8,6.8,0.4,741.3,36,22.8,3.6,13.8,3,0.9,3,0.4,2.3,0.5,1.4,0.2,0.2,1.4,2,1.4,21,4.3,1.4,,,0.4,,1,,1.4,,,17,,,,,,,,,,,,,,,Miocenomedio
55.6,1.1,17.2,7.35,,0.1,3.8,7.1,3.7,2,0.5,,0.7,,,17,172,,81,,,,,,70.1,972,15,5.8,130,2.8,,640.6,30.3,62.8,8.4,37.1,7,1.8,5,0.7,3.2,0.6,1.4,0.2,0.1,1,3.6,2.4,,5.8,2.6,,,,,,,,0.3,,,,,,,,,,,,,,,,,Miocenomedio
64.3,0.7,16.9,4.26,,0.1,1.9,3.5,4,3.7,0.3,,0.7,,,8,85,,72,,,,,,167.2,514,8,7.1,202,10.9,,750.3,20.4,39.7,4.6,17.5,3.1,0.8,2.3,0.3,1.5,0.3,0.8,0.1,0.1,0.8,6.4,3,,11.6,6.5,,,,,,,,0.6,,,,,,,,,,,,,,,,,Miocenomedio
66.1,0.7,16,3.97,,0.1,1.6,3.6,3.7,3.6,0.3,,0.7,,,8,79,,69,,,,,,128.6,501,11,8.4,199,5.9,,726.4,37.7,68.9,7.3,26.9,4.5,1,3.1,0.4,2.1,0.4,1.1,0.2,0.2,1,6,2.9,,23,9,,,,,,,,0.5,,,,,,,,,,,,,,,,,Miocenomedio
57.1,0.8,16.5,7.44,,0.2,3.5,4.6,3.7,3.6,0.2,,1.2,,,18,149,,174,,,,,,143.8,387,25,13,127,11.8,,510.4,15.3,41.6,6.3,29,6.9,1.2,5.7,0.9,5,1,2.5,0.4,0.3,2.3,4.1,2.6,,8.7,6.1,,,,,,,,0.7,,,,,,,,,,,,,,,,,Miocenomedio
69,0.5,14.5,3.95,,0.1,1.8,3.6,3.3,3.2,0.2,,0.5,,,9,75,,208,,,,,,97,434,13,6.9,136,8.5,,548.4,29,52.3,5.7,21.4,3.9,1,3.1,0.5,2.4,0.5,1.2,0.2,0.2,1.1,3.7,3.5,,15.1,5.2,,,,,,,,0.3,,,,,,,,,,,,,,,,,Miocenomedio
55.1,1,17.8,7.51,,0.1,3.9,7.1,3.7,1.4,0.5,,1,,,19,137,,205,,,,,,49.1,694,19,6.9,126,6.1,,442.7,29.5,57.1,7,29.3,5.8,1.5,4.8,0.7,3.8,0.8,2,0.3,0.3,1.7,3.4,1.5,,5.5,1.7,,,,,,,,0.2,,,,,,,,,,,,,,,,,Miocenomedio
51.6,1.2,20.1,9.48,,0.2,3.3,9.5,3.1,1.2,0.3,,2.1,,11,23.2,149,10.5,36,6.2,13,2,99,1.1,32.2,405,24.3,12.8,158.6,1,0.3,540.9,29.1,34,4.5,17.3,3.8,1.3,4.3,0.7,4.1,0.8,2.1,0.4,0.4,2.4,4,1.7,15,4.4,1.4,,,1.1,,1,,1,,,,,,,,,,,,,,,,,,Miocenomedio
65.7,0.5,22,3.37,,0.2,0.7,1.7,2.4,3.5,0,,5.6,,,25.3,193,14.4,29,13.9,41,2,85,,17,438.7,24.4,8.4,138,0.4,,319,4.4,25,3.2,13.3,3.3,1,3.9,0.6,3.8,0.8,2.3,0.3,0.4,2.4,2,1.4,11,3,1,,,1.1,,1,,,,,,,,,,,,,,,,,,,,Miocenomedio
59.9,0.7,19.7,6.43,,0.1,2.4,6.2,3,1.3,0.2,,6.3,,18,14.9,93,5.5,36,3.6,8,,99,,23.1,474.8,12.8,8.2,127.8,1.9,,450,3.5,25,2.9,11.8,2.6,0.9,2.2,0.4,2,0.4,1.4,0.2,0.2,1.3,1,1.3,9,5.7,1.9,,,1.5,,1,,,,,,,,,,,,,,,,,,,,Miocenomedio
57.2,0.9,23.3,6.34,,0.1,2.3,6.3,2.3,0.8,0.5,,9.3,,12,14.2,109,11.4,44,6.7,43,6,98,,50,602.4,12.2,7.7,129.4,4,,647.7,28,29.6,3.6,14,2.7,1,3.1,0.3,2,0.4,0.9,0.1,0.2,1.1,2,1.4,15,3.7,1.2,,,0.6,,1,,0.5,,,18,,,,,,,,,,,,,,,Miocenomedio
58.5,0.8,17.6,5.88,,0.2,2.6,6.1,3.6,1.7,0.2,,1.1,,,,229,31.6,,27,34,,119,,44.6,640,25.3,7,110,1.2,,600,21.2,40.3,5.1,20.6,4.2,1.3,4.3,0.6,3.5,0.7,2,0.3,0.3,1.8,3,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
60.9,0.7,17.7,5.86,,0.1,2,7.3,3.4,1.8,0.3,,4.6,,17,11,93,6.6,65,10.8,14,2,75,0.3,37.7,645.9,11.3,5.5,42.6,1.9,0.3,781.9,13.2,31.9,3.7,10.9,2.6,0.9,2.4,0.3,1.8,0.3,1,0.1,0.1,0.9,1,1.6,13,2.9,1.2,,,1.5,,1,,0.3,,,,,,,,,,,,,,,,,,Miocenomedio
,,,,,,,,,,,,,,22,15.5,97,7.4,105,17.3,57,8,90,2.6,53.9,625,14.7,10,77.2,2.7,,654.8,37.5,20.4,4.3,17.3,3,1.1,3.1,0.4,2.6,0.5,1.3,0.2,0.2,1.4,2,2.1,98,5.4,25.8,,,0.9,,1,,6.6,,,18,,,,,,,,,,,,,,,Miocenomedio
,,,,,,,,,,,,,,30,10,117,10.8,60,10,30,3,81,,50.5,648,18.7,7,65.8,2.8,,643,28.2,47.9,6.3,23.9,4.3,1.2,4.3,0.6,3.1,0.6,1.8,0.3,0.3,1.6,3,0.5,9,5.7,2.3,,,,,2,,,,,18,,,,,,,,,,,,,,,Miocenomedio
70.8,0.1,13.4,1.03,,0.1,0.5,0.6,2.2,5.7,0.1,,5.6,,,,,,1,,,2.5,,2.2,,,,21.6,90,6.4,0.1,,25.4,56.5,6.1,20.9,4,0.3,3.2,0.4,2.8,0.5,1.4,0.3,0.3,1.8,3.1,2.4,20.6,37.3,8.2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
65,0.5,17.2,5.24,,0.1,1.6,4.9,2.7,2.5,0.2,,,,,,85,9.5,,15,20,,65,1,76.8,612,11.5,7,102.5,2.2,,959,18.5,35,4.1,16,3.2,0.7,2.7,0.4,2.3,0.4,1.3,0.1,0.2,1.3,3,0.5,20,5,4,,,1,,,,,,,20,,,,,,,,,,,,,,,Miocenomedio
61.6,0.7,17.8,5.05,,0.1,2.3,5.2,4.4,2.4,0.3,,,,,,124,12.8,,10,30,2,79,1,57.8,967,10.9,6,118,1.1,,842,20.2,39.9,4.9,18.2,3.4,1,3,0.4,1.9,0.4,1.1,0.1,0.1,1,4,0.1,25,5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
63.8,0.8,19.1,4.61,,0,0.7,4.4,4.4,1.9,0.2,,,,,,107,7.6,,10,16,0.5,92,1,25.6,888,11,6,120.5,0.7,,857,22.1,47.3,5.4,20.6,3.7,1,3.1,0.4,2,0.4,1.1,0.1,0.1,1,4,0.1,13,4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
60,0.7,18.6,6.08,,0.1,2.6,6.3,3.6,1.7,0.3,,,,,,140,11.5,,15,15,,85,0.3,42.8,660,15.5,4,181,1.2,,550,20.5,40,5,20.5,4,1.1,3.6,0.5,3.3,0.6,1.6,0.3,0.3,1.7,3,0.1,20,4,1,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.3,0.7,18.4,6.97,,0.1,1.8,3.9,4.1,2.2,0.3,,,,,,145,11.5,,,,,50,,58.2,534,16,4,101.5,1.9,,742,21,39.5,5.1,19,3.7,1,3.7,0.6,2.6,0.5,1.7,0.2,0.2,1.4,3,,,5,0.5,,,,,,,,,,18,,,,,,,,,,,,,,,Miocenomedio
61.5,0.7,18.3,4.76,,0.1,1.8,5.7,4.7,2.1,0.3,,,,,,128,10.9,,9,26,2,89,1,53.3,966,13.3,5,128,1,,724,24.5,44.8,6.1,23.6,4.3,1.1,3.6,0.4,2.3,0.5,1.3,0.5,0.2,1.2,4,0.1,11,4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.5,0.7,17.7,5.61,,0.1,2.4,6,3.8,1.9,0.2,,,,,,135,13,,15,25,,70,0.3,50,737,15,4,116.5,0.9,,681,21,41.5,5.2,21,4,1.2,3.4,0.5,2.9,0.5,1.4,0.2,0.2,1.5,3,0.1,30,4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
58.2,0.8,18.4,6.75,,0.2,3,7,3.7,1.6,0.3,,,,,,158,14.6,,8,29,2,85,0.3,41.1,741,15,6,108,1.6,,479,19.4,37.7,4.8,18.8,3.7,1.1,3.3,0.5,2.7,0.6,1.6,0.5,0.3,1.5,3,0.5,6,5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.8,0.6,17.9,6.22,,0.1,1.4,5.5,3.2,2.9,0.2,,,,,,95,9.5,,5,35,,70,3,91.4,546,13,6,96.5,6.9,,460,21,35,4.5,16.5,3.7,0.9,3,0.5,2.2,0.5,1.2,0.1,0.2,1.3,3,0.1,10,6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
62.5,0.6,17.8,4.29,,0.1,1.9,5.4,4.6,2.4,0.2,,,,,,148,9.4,,11,19,2,79,0.3,62.4,961,10.2,6,118,1.4,,708,21.4,42.3,5.4,21.1,3.7,1,2.9,0.4,1.9,0.4,1.1,0.5,0.1,1,4,0.1,10,5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
63.1,0.6,18.2,4.47,,0.1,0.9,6.2,4.1,2.1,0.2,,,,,,80,8,,5,20,,60,3,58.2,888,13,6,131.5,1.8,,591,20.5,37.5,5,19.5,3.3,0.9,2.9,0.4,2.3,0.4,1.4,0.1,0.1,1.1,3,0.1,5,5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
62.4,0.6,18.3,5.56,,0.1,1.8,4.1,2.8,3.8,0.3,,,,,,106,9.8,,7,18,0.5,124,1,81.2,728,9.7,7,107,0.8,,687,17.2,33.9,4.2,16.8,3.1,0.8,2.5,0.3,1.7,0.3,1,0.1,0.1,1,3,0.5,11,5,2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61,0.6,19.3,5.17,,0.1,1.2,5.2,3.8,3.3,0.3,,,,,,120,7.5,,1.3,1.3,,95,0.3,79.8,785,9.5,3,94,0.8,,572,19,36,4.3,16,2.8,0.8,2.5,0.3,1.6,0.3,0.8,0.1,0.1,0.6,3,0.1,1.3,4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
64.5,0.6,19.3,3.74,,0,0.2,4.4,4.3,2.5,0.2,,,,,,115,4,,1.3,1.3,,75,0.3,61.2,935,13.5,3,127,1.6,,1025,23.5,44.5,5.4,20.5,3.8,0.9,3.5,0.4,2.2,0.4,1.3,0.1,0.1,1.1,3,0.1,1.3,5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
58.8,0.7,19.1,6.42,,0.2,2.8,6.7,2.2,2.7,0.3,,,,,,150,11,,1.3,1.3,,60,0.3,75.2,591,15.5,3,109,3.2,,543,17,34.5,4.4,17,3.7,0.9,3.3,0.5,2.6,0.5,1.5,0.2,0.2,1.2,3,0.1,1.3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
65,0.5,17.2,5.24,,0.1,1.6,4.9,2.7,2.5,0.2,,,,,,85,9.5,,15,20,,65,1,76.8,612,11.5,7,102.5,2.2,,959,18.5,35,4.1,16,3.2,0.7,2.7,0.4,2.3,0.4,1.3,0.1,0.2,1.3,3,0.5,20,5,4,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.1,0.7,19.2,4.77,,0.1,1.9,5.7,4.3,1.9,0.3,,,,,,109,9.9,,5,28,3,85,2,150,1070,10.3,6,119,7.8,,643,21.3,43.4,5.3,20.3,3.6,1.1,3.2,0.4,2,0.4,1.1,0.5,0.1,1.1,4,0.1,21,5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
59.3,0.6,18.9,5.54,,0.1,0.4,8.6,4,2.2,0.3,,,,,,111,9.3,,1.3,17,3,80,1,62.4,632,14.2,7,114,2.8,,624,19.2,38,4.5,17.8,3.2,1.1,3.1,0.5,2.6,0.5,1.4,0.2,0.2,1.3,4,0.5,10,6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
63.1,0.6,18.1,4.31,,0.1,1.3,5.3,4.6,2.3,0.2,,,,,,10,7.5,,1.3,1.3,,75,0.3,50.8,888,8,5,126,1,,776,24.5,48.5,5.8,21.5,3.9,1,3,0.4,2.2,0.3,1,0.1,0.1,1,3,0.1,10,6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
65.3,0.5,17.1,5.04,,0.2,1,5.5,2.7,2.3,0.2,,,,,,83,8,,5,15,4,56,1,79.3,439,12,7,108.5,3.2,,728,18,34,4,15.3,3,0.9,3,0.4,2.2,0.4,1.3,0.5,0.2,1.4,3,0.6,10,7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
62.2,0.7,18.1,4.72,,0.1,1.7,5.5,4.5,2.1,0.3,,,,,,115,8.5,,5,15,,60,1,51.4,928,9.5,4,133.5,0.7,,792,20.5,43,4.8,19,3.3,1.1,3.2,0.4,2.2,0.4,1.1,0.1,0.1,1,4,0.1,45,5,1,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
65.1,0.6,17.4,4.74,,0.1,0.8,4.3,4.2,2.3,0.3,,,,,,85,7.5,,15,25,,115,1,60,872,9,5,106,4.7,,740,19.5,39,4.9,18.5,3.5,0.8,2.6,0.4,2,0.4,0.9,0.1,0.1,0.9,3,0.1,35,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.9,0.7,18.5,4.95,,0.1,1.1,5.6,4.6,2.1,0.3,,,,,,120,9,,5,10,,70,1,46,963,15,4,130.5,0.8,,779,27.5,56.5,6.7,27,4.7,1.2,4.1,0.5,3.2,0.6,1.6,0.3,0.2,1.7,4,0.1,30,5,1,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
63.9,0.6,16.8,6.19,,0.1,2.5,4.8,2.9,1.8,0.2,,,,,,135,10,,10,35,6,45,3,65,557,14,6,98.5,1.8,,528,24,34,4.7,18,3.4,1,3.3,0.4,2.6,0.5,1.5,0.2,0.2,1.5,2,0.1,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
63.6,0.6,19.2,4.08,,0.1,0.9,4.6,4.4,2.3,0.2,,,,,,99,6.2,,5,22,3,77,0.3,60.4,945,12.2,6,141,4.9,,807,22.4,40.7,5,18.4,3.3,0.9,2.7,0.4,1.8,0.4,1.1,0.5,0.2,1,4,0.1,12,6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
63.1,0.7,19.4,7.28,,0.1,0.8,4,2.6,1.9,0.1,,,,,,135,16,,1.3,1.3,,220,0.3,97,530,27,5,83,14.8,,586,16.5,38,5.2,22.5,5.5,1.4,5.5,0.8,4.4,0.9,2.6,0.4,0.4,2.6,2,0.1,1.3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
61.9,0.6,17.5,5.63,,0.2,2.1,5.9,3.7,2.2,0.3,,,,,,60,13,,5,,,120,,56.8,598,13.5,6,87.5,2.9,,608,26,52.5,5.9,21.5,4.4,1.2,3.8,0.6,3.3,0.6,1.6,0.2,0.3,1.7,3,0.5,10,7,2,,,,,,,,,,20,,,,,,,,,,,,,,,Miocenomedio
63.6,0.6,17.9,4.87,,0.1,0.8,5,4.1,2.4,0.3,,,,,,116,11.2,,6,25,3,94,3,57.7,814,10.6,6,118,0.9,,715,21.9,43.2,5.2,19.4,3.6,1,3.1,0.4,1.9,0.4,1.1,0.5,0.2,1.1,4,0.1,12,5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
67.9,0.5,14.3,2.84,,0.1,0.4,1.5,3.3,5.6,0.1,,,,16.5,10,17,4,4,1,9,5.8,49,4.1,256,152,38,13,336,15.3,0.4,910,24.3,49.6,6.4,25.8,5.3,0.9,5.6,0.9,5.4,1.1,3.3,0.5,0.5,3.4,9.3,1,22.7,36.9,10.5,,,,,,,,,,,,,,,,,,,,,,,,,Miocenomedio
